Time,X,Y,Z
3.91,0,-0.004,-0.003
3.915,-0.001,-0.005,0.007
3.92,-0.002,-0.005,0.012
3.925,0,-0.004,0.009
3.93,0.006,-0.006,0.001
3.935,0.013,-0.012,-0.006
3.94,0.015,-0.018,-0.009
3.945,0.01,-0.019,-0.008
3.95,0.002,-0.013,-0.006
3.955,-0.004,-0.004,-0.007
3.96,-0.002,0.001,-0.007
3.965,0.006,0,-0.006
3.97,0.012,-0.006,-0.002
3.975,0.013,-0.01,0.002
3.98,0.008,-0.011,0.002
3.985,0.003,-0.012,-0.003
3.99,0.003,-0.015,-0.009
3.995,0.006,-0.018,-0.012
4,0.008,-0.019,-0.009
4.005,0.009,-0.016,-0.003
4.01,0.009,-0.013,0.004
4.015,0.01,-0.014,0.006
4.02,0.011,-0.019,0.004
4.025,0.01,-0.024,0
4.03,0.008,-0.023,-0.003
4.035,0.005,-0.017,-0.002
4.04,0.006,-0.011,0
4.045,0.01,-0.008,0.001
4.05,0.013,-0.01,-0.001
4.055,0.012,-0.011,-0.007
4.06,0.005,-0.011,-0.013
4.065,-0.001,-0.007,-0.017
4.07,-0.003,-0.004,-0.014
4.075,0,-0.003,-0.005
4.08,0.003,-0.004,0.007
4.085,0.004,-0.006,0.015
4.09,0.004,-0.009,0.015
4.095,0.005,-0.012,0.007
4.1,0.009,-0.012,-0.005
4.105,0.017,-0.01,-0.016
4.11,0.022,-0.004,-0.02
4.115,0.023,0.002,-0.017
4.12,0.019,0.003,-0.01
4.125,0.015,0,-0.002
4.13,0.015,-0.003,0.005
4.135,0.018,-0.004,0.009
4.14,0.02,-0.002,0.011
4.145,0.016,-0.001,0.01
4.15,0.009,-0.001,0.007
4.155,0.002,-0.003,0.004
4.16,-0.002,-0.005,-0.002
4.165,-0.003,-0.004,-0.008
4.17,-0.004,-0.003,-0.013
4.175,-0.004,-0.002,-0.012
4.18,-0.003,0,-0.006
4.185,0.001,0.003,0.001
4.19,0.005,0.007,0.004
4.195,0.006,0.01,0.001
4.2,0.006,0.009,-0.003
4.205,0.004,0.004,-0.003
4.21,0.003,-0.001,0.002
4.215,0.004,-0.003,0.008
4.22,0.006,0,0.01
4.225,0.009,0.004,0.005
4.23,0.012,0.008,-0.002
4.235,0.015,0.01,-0.005
4.24,0.014,0.01,-0.001
4.245,0.01,0.009,0.005
4.25,0.007,0.008,0.007
4.255,0.006,0.007,0.005
4.26,0.007,0.006,0
4.265,0.008,0.006,-0.004
4.27,0.006,0.007,-0.005
4.275,0.002,0.008,-0.005
4.28,-0.001,0.008,-0.005
4.285,0,0.005,-0.005
4.29,0.002,0.002,-0.004
4.295,0.003,0.002,-0.004
4.3,0.002,0.004,-0.003
4.305,0.002,0.007,-0.002
4.31,0.006,0.008,0.003
4.315,0.012,0.007,0.011
4.32,0.016,0.007,0.017
4.325,0.016,0.007,0.018
4.33,0.011,0.008,0.01
4.335,0.004,0.005,0
4.34,0.001,0,-0.008
4.345,0.002,-0.004,-0.01
4.35,0.006,-0.007,-0.008
4.355,0.007,-0.007,-0.004
4.36,0.003,-0.008,0.001
4.365,-0.003,-0.011,0.006
4.37,-0.008,-0.012,0.012
4.375,-0.008,-0.008,0.015
4.38,-0.003,0,0.012
4.385,0.002,0.009,0.004
4.39,0.006,0.014,-0.004
4.395,0.007,0.013,-0.004
4.4,0.005,0.007,0.003
4.405,0.003,0.002,0.009
4.41,0.001,-0.001,0.009
4.415,0.002,0,0.004
4.42,0.005,0.003,0.001
4.425,0.01,0.005,0.003
4.43,0.015,0.007,0.004
4.435,0.018,0.008,-0.001
4.44,0.021,0.008,-0.009
4.445,0.023,0.007,-0.015
4.45,0.024,0.005,-0.013
4.455,0.022,0.001,-0.005
4.46,0.014,-0.003,0.004
4.465,0.004,-0.005,0.01
4.47,-0.004,-0.007,0.011
4.475,-0.003,-0.007,0.008
4.48,0.005,-0.006,0.002
4.485,0.01,-0.002,-0.006
4.49,0.006,0.001,-0.012
4.495,-0.004,0.002,-0.016
4.5,-0.011,0.001,-0.017
4.505,-0.008,-0.002,-0.015
4.51,0.002,-0.003,-0.012
4.515,0.01,-0.002,-0.008
4.52,0.011,0,-0.004
4.525,0.007,0,0.001
4.53,0.004,-0.003,0.005
4.535,0.004,-0.004,0.006
4.54,0.006,-0.001,0.002
4.545,0.005,0.005,-0.001
4.55,0.002,0.009,-0.002
4.555,0.001,0.005,0.003
4.56,0.005,-0.005,0.01
4.565,0.009,-0.015,0.013
4.57,0.011,-0.017,0.01
4.575,0.008,-0.015,0.005
4.58,0.005,-0.013,0.002
4.585,0.004,-0.015,0.002
4.59,0.003,-0.018,0.005
4.595,0.002,-0.019,0.007
4.6,0.001,-0.016,0.004
4.605,0,-0.013,-0.001
4.61,0,-0.014,-0.006
4.615,0,-0.016,-0.007
4.62,0,-0.017,-0.002
4.625,-0.001,-0.014,0.006
4.63,0,-0.009,0.011
4.635,0.003,-0.006,0.011
4.64,0.007,-0.008,0.007
4.645,0.009,-0.013,0.005
4.65,0.006,-0.017,0.006
4.655,0.002,-0.017,0.008
4.66,0,-0.013,0.007
4.665,0.001,-0.007,0.003
4.67,0.003,-0.002,-0.003
4.675,0.005,0,-0.007
4.68,0.005,-0.001,-0.007
4.685,0.006,-0.005,-0.003
4.69,0.008,-0.009,0.003
4.695,0.01,-0.011,0.006
4.7,0.011,-0.011,0.004
4.705,0.008,-0.011,0
4.71,0.003,-0.01,-0.003
4.715,-0.001,-0.01,-0.001
4.72,-0.002,-0.01,0.005
4.725,0.001,-0.01,0.008
4.73,0.006,-0.008,0.006
4.735,0.009,-0.005,0
4.74,0.011,-0.003,-0.004
4.745,0.013,-0.002,-0.002
4.75,0.013,0,0.003
4.755,0.012,0.002,0.006
4.76,0.008,0.005,0.005
4.765,0.004,0.007,0.001
4.77,0.005,0.006,-0.001
4.775,0.011,0.004,0
4.78,0.018,0.003,0.004
4.785,0.019,0.004,0.008
4.79,0.014,0.005,0.01
4.795,0.005,0.003,0.011
4.8,0,-0.003,0.009
4.805,0.001,-0.01,0.006
4.81,0.005,-0.012,0.002
4.815,0.006,-0.009,-0.001
4.82,0.002,-0.002,-0.001
4.825,-0.004,0.004,0.002
4.83,-0.005,0.005,0.007
4.835,0.002,0.003,0.012
4.84,0.011,-0.002,0.012
4.845,0.015,-0.005,0.007
4.85,0.011,-0.006,0.002
4.855,0.003,-0.005,0
4.86,0,-0.004,0.002
4.865,0.004,-0.002,0.002
4.87,0.009,0.001,0
4.875,0.012,0.003,-0.004
4.88,0.013,0.001,-0.007
4.885,0.013,-0.005,-0.008
4.89,0.012,-0.011,-0.008
4.895,0.011,-0.014,-0.005
4.9,0.008,-0.012,-0.001
4.905,0.007,-0.008,0.004
4.91,0.01,-0.006,0.009
4.915,0.015,-0.005,0.012
4.92,0.019,-0.002,0.008
4.925,0.018,0.002,0.001
4.93,0.012,0.005,-0.005
4.935,0.006,0.002,-0.008
4.94,0.006,-0.005,-0.006
4.945,0.011,-0.011,-0.002
4.95,0.016,-0.011,0.001
4.955,0.017,-0.006,0.002
4.96,0.013,-0.002,0.001
4.965,0.006,-0.002,0
4.97,0.001,-0.009,-0.003
4.975,0.002,-0.016,-0.008
4.98,0.009,-0.02,-0.011
4.985,0.017,-0.018,-0.009
4.99,0.021,-0.014,-0.002
4.995,0.02,-0.01,0.003
5,0.016,-0.009,0.004
5.005,0.014,-0.008,-0.001
5.01,0.013,-0.007,-0.005
5.015,0.013,-0.004,-0.004
5.02,0.01,-0.001,0
5.025,0.006,0,0.005
5.03,0.002,-0.001,0.005
5.035,0.001,-0.002,0.003
5.04,0.002,-0.003,0.001
5.045,0.004,-0.003,0.001
5.05,0.006,-0.002,0.002
5.055,0.008,0,0.001
5.06,0.011,0.003,-0.002
5.065,0.012,0.006,-0.006
5.07,0.013,0.007,-0.006
5.075,0.013,0.004,-0.001
5.08,0.012,-0.001,0.006
5.085,0.008,-0.007,0.009
5.09,0.003,-0.01,0.008
5.095,0,-0.01,0.005
5.1,0.002,-0.009,0.002
5.105,0.005,-0.007,0
5.11,0.008,-0.005,-0.001
5.115,0.009,-0.004,-0.003
5.12,0.008,-0.005,-0.003
5.125,0.009,-0.007,0
5.13,0.01,-0.008,0.003
5.135,0.011,-0.007,0.004
5.14,0.01,-0.004,0.002
5.145,0.006,-0.002,-0.001
5.15,0.002,-0.003,-0.004
5.155,0.001,-0.007,-0.005
5.16,0.003,-0.008,-0.004
5.165,0.006,-0.006,-0.004
5.17,0.008,-0.001,-0.005
5.175,0.006,0.003,-0.005
5.18,0.004,0.004,-0.005
5.185,0.002,0.002,-0.001
5.19,0.002,0.001,0.003
5.195,0.002,0.001,0.004
5.2,0.003,0.002,0.001
5.205,0.003,0.002,-0.003
5.21,0.001,0.001,-0.005
5.215,-0.002,0,-0.002
5.22,-0.003,0.001,0.001
5.225,-0.003,0.004,0.003
5.23,0,0.005,0.003
5.235,0.004,0.004,0.007
5.24,0.005,-0.001,0.011
5.245,0.005,-0.005,0.011
5.25,0.002,-0.008,0.002
5.255,-0.002,-0.008,-0.009
5.26,-0.004,-0.009,-0.016
5.265,-0.005,-0.009,-0.013
5.27,-0.004,-0.009,-0.003
5.275,-0.004,-0.009,0.006
5.28,-0.004,-0.008,0.008
5.285,-0.004,-0.009,0.004
5.29,-0.004,-0.011,-0.001
5.295,-0.003,-0.012,-0.004
5.3,-0.003,-0.011,-0.006
5.305,-0.002,-0.01,-0.008
5.31,0.001,-0.01,-0.014
5.315,0.005,-0.011,-0.019
5.32,0.009,-0.012,-0.02
5.325,0.011,-0.011,-0.016
5.33,0.01,-0.006,-0.01
5.335,0.006,0,-0.004
5.34,0.003,0.003,0
5.345,0.003,0.001,0.003
5.35,0.003,-0.004,0.006
5.355,0.003,-0.008,0.005
5.36,-0.001,-0.009,0
5.365,-0.004,-0.008,-0.006
5.37,-0.005,-0.007,-0.009
5.375,-0.002,-0.009,-0.008
5.38,0.004,-0.01,-0.006
5.385,0.01,-0.009,-0.002
5.39,0.014,-0.007,0.003
5.395,0.015,-0.006,0.008
5.4,0.012,-0.006,0.011
5.405,0.006,-0.006,0.008
5.41,-0.002,-0.004,0
5.415,-0.006,-0.003,-0.007
5.42,-0.004,-0.005,-0.013
5.425,0,-0.011,-0.015
5.43,0.002,-0.017,-0.015
5.435,0,-0.017,-0.013
5.44,-0.004,-0.01,-0.009
5.445,-0.004,-0.003,-0.003
5.45,0.002,-0.001,0.002
5.455,0.009,-0.004,0.005
5.46,0.012,-0.006,0.006
5.465,0.008,-0.004,0.003
5.47,0,0,-0.003
5.475,-0.005,0.001,-0.008
5.48,-0.003,-0.003,-0.009
5.485,0.003,-0.01,-0.005
5.49,0.011,-0.014,0.002
5.495,0.017,-0.014,0.004
5.5,0.017,-0.013,0
5.505,0.012,-0.012,-0.004
5.51,0.004,-0.009,-0.003
5.515,-0.003,-0.004,0.003
5.52,-0.006,0.001,0.009
5.525,-0.005,0.006,0.008
5.53,-0.001,0.007,0.001
5.535,0.002,0.003,-0.008
5.54,0.003,-0.004,-0.013
5.545,0.002,-0.009,-0.01
5.55,0.001,-0.008,-0.004
5.555,0,-0.002,0
5.56,-0.001,0.004,0
5.565,-0.001,0.007,-0.004
5.57,0.001,0.006,-0.008
5.575,0.004,0.003,-0.008
5.58,0.008,0.001,-0.005
5.585,0.011,0.001,-0.001
5.59,0.011,0,0.002
5.595,0.01,-0.003,0.003
5.6,0.008,-0.006,0.003
5.605,0.008,-0.008,0
5.61,0.007,-0.007,-0.003
5.615,0.006,-0.005,-0.003
5.62,0.006,-0.004,0
5.625,0.007,-0.005,0.003
5.63,0.008,-0.006,0.003
5.635,0.009,-0.006,0.001
5.64,0.009,-0.006,0
5.645,0.01,-0.007,0.001
5.65,0.012,-0.01,0.001
5.655,0.013,-0.013,-0.001
5.66,0.013,-0.013,-0.005
5.665,0.011,-0.01,-0.006
5.67,0.01,-0.005,-0.002
5.675,0.009,-0.002,0.004
5.68,0.006,0.001,0.009
5.685,0.001,0.002,0.007
5.69,-0.003,0.001,0
5.695,-0.003,-0.001,-0.008
5.7,0.001,-0.003,-0.011
5.705,0.006,-0.006,-0.007
5.71,0.009,-0.007,0.003
5.715,0.01,-0.007,0.012
5.72,0.01,-0.007,0.015
5.725,0.011,-0.006,0.013
5.73,0.014,-0.004,0.007
5.735,0.013,0.001,-0.001
5.74,0.011,0.006,-0.009
5.745,0.009,0.01,-0.016
5.75,0.011,0.008,-0.018
5.755,0.014,0.001,-0.014
5.76,0.016,-0.004,-0.005
5.765,0.014,-0.006,0.004
5.77,0.012,-0.004,0.012
5.775,0.014,0,0.018
5.78,0.018,0.001,0.021
5.785,0.021,-0.001,0.018
5.79,0.02,-0.004,0.009
5.795,0.015,-0.006,-0.002
5.8,0.008,-0.004,-0.009
5.805,0.004,0,-0.011
5.81,0.003,0.004,-0.01
5.815,0.003,0.004,-0.009
5.82,0.004,0.001,-0.006
5.825,0.005,-0.004,0
5.83,0.01,-0.008,0.005
5.835,0.017,-0.008,0.005
5.84,0.022,-0.005,-0.002
5.845,0.023,0,-0.011
5.85,0.018,0.005,-0.016
5.855,0.012,0.007,-0.014
5.86,0.009,0.004,-0.009
5.865,0.009,-0.002,-0.005
5.87,0.011,-0.008,-0.004
5.875,0.011,-0.01,-0.008
5.88,0.009,-0.009,-0.011
5.885,0.007,-0.008,-0.011
5.89,0.007,-0.008,-0.008
5.895,0.006,-0.009,-0.004
5.9,0.006,-0.01,-0.003
5.905,0.007,-0.009,-0.007
5.91,0.01,-0.007,-0.011
5.915,0.012,-0.004,-0.011
5.92,0.011,-0.003,-0.007
5.925,0.007,-0.002,-0.004
5.93,0.004,-0.003,-0.003
5.935,0.003,-0.007,-0.005
5.94,0.008,-0.013,-0.007
5.945,0.014,-0.016,-0.007
5.95,0.017,-0.013,-0.005
5.955,0.016,-0.006,-0.002
5.96,0.013,0.001,-0.003
5.965,0.011,0.002,-0.008
5.97,0.01,-0.001,-0.015
5.975,0.009,-0.005,-0.018
5.98,0.007,-0.005,-0.016
5.985,0.004,-0.001,-0.01
5.99,0.001,0.003,-0.006
5.995,0.004,0.004,-0.004
6,0.01,0,-0.004
6.005,0.016,-0.003,-0.005
6.01,0.017,-0.002,-0.008
6.015,0.011,0.002,-0.012
6.02,0.002,0.007,-0.014
6.025,-0.002,0.008,-0.009
6.03,-0.001,0.004,-0.002
6.035,0.003,-0.001,0.002
6.04,0.007,-0.002,0.002
6.045,0.007,0.002,0
6.05,0.005,0.005,-0.001
6.055,0.002,0.004,-0.002
6.06,-0.001,-0.002,-0.005
6.065,-0.003,-0.007,-0.009
6.07,-0.003,-0.006,-0.011
6.075,0,-0.001,-0.007
6.08,0.003,0.003,-0.001
6.085,0.006,0,0.005
6.09,0.004,-0.008,0.007
6.095,-0.002,-0.015,0.005
6.1,-0.008,-0.017,0
6.105,-0.009,-0.016,-0.005
6.11,-0.005,-0.014,-0.009
6.115,0.001,-0.015,-0.01
6.12,0.005,-0.015,-0.009
6.125,0.006,-0.014,-0.006
6.13,0.005,-0.012,-0.006
6.135,0.003,-0.013,-0.006
6.14,0.003,-0.016,-0.006
6.145,0.004,-0.02,-0.005
6.15,0.006,-0.021,-0.003
6.155,0.011,-0.02,-0.001
6.16,0.017,-0.018,-0.001
6.165,0.02,-0.016,-0.003
6.17,0.02,-0.014,-0.008
6.175,0.016,-0.012,-0.012
6.18,0.012,-0.011,-0.014
6.185,0.01,-0.012,-0.015
6.19,0.011,-0.013,-0.016
6.195,0.013,-0.012,-0.017
6.2,0.015,-0.008,-0.016
6.205,0.015,-0.005,-0.012
6.21,0.015,-0.005,-0.006
6.215,0.015,-0.009,-0.002
6.22,0.014,-0.014,-0.005
6.225,0.011,-0.015,-0.012
6.23,0.007,-0.011,-0.018
6.235,0.005,-0.004,-0.017
6.24,0.008,0,-0.008
6.245,0.016,0.001,0.002
6.25,0.024,-0.003,0.007
6.255,0.029,-0.007,0.004
6.26,0.028,-0.009,-0.003
6.265,0.021,-0.008,-0.007
6.27,0.012,-0.006,-0.005
6.275,0.003,-0.005,-0.002
6.28,-0.002,-0.006,-0.004
6.285,-0.003,-0.008,-0.009
6.29,0.002,-0.007,-0.01
6.295,0.009,-0.005,-0.002
6.3,0.015,-0.001,0.011
6.305,0.018,0,0.02
6.31,0.015,0,0.018
6.315,0.011,-0.004,0.009
6.32,0.01,-0.009,-0.001
6.325,0.013,-0.014,-0.008
6.33,0.017,-0.017,-0.012
6.335,0.019,-0.015,-0.012
6.34,0.016,-0.009,-0.01
6.345,0.011,-0.002,-0.004
6.35,0.01,0.002,0.004
6.355,0.012,0.003,0.008
6.36,0.015,0.002,0.008
6.365,0.015,0,0.003
6.37,0.011,-0.002,-0.002
6.375,0.005,-0.004,-0.003
6.38,0.002,-0.008,0.001
6.385,0.004,-0.01,0.005
6.39,0.007,-0.01,0.006
6.395,0.01,-0.006,0.004
6.4,0.009,0.001,0.002
6.405,0.005,0.007,0.005
6.41,0.001,0.009,0.008
6.415,-0.001,0.005,0.007
6.42,0.001,-0.003,0
6.425,0.004,-0.013,-0.01
6.43,0.006,-0.02,-0.016
6.435,0.004,-0.022,-0.016
6.44,0.003,-0.019,-0.012
6.445,0.003,-0.013,-0.008
6.45,0.005,-0.009,-0.005
6.455,0.006,-0.006,-0.004
6.46,0.005,-0.004,-0.002
6.465,0.002,-0.001,0
6.47,0,0.005,0.001
6.475,0.001,0.009,0
6.48,0.007,0.009,-0.004
6.485,0.014,0.004,-0.008
6.49,0.017,-0.003,-0.01
6.495,0.013,-0.007,-0.006
6.5,0.003,-0.006,0.001
6.505,-0.008,-0.004,0.006
6.51,-0.015,-0.002,0.007
6.515,-0.015,-0.004,0.003
6.52,-0.012,-0.008,-0.003
6.525,-0.007,-0.009,-0.009
6.53,-0.004,-0.007,-0.013
6.535,-0.002,-0.004,-0.014
6.54,0.001,-0.001,-0.011
6.545,0.004,0.001,-0.007
6.55,0.006,0.003,-0.006
6.555,0.007,0.004,-0.007
6.56,0.006,0.004,-0.008
6.565,0.004,0,-0.007
6.57,0.002,-0.008,-0.003
6.575,0.002,-0.014,0
6.58,0.002,-0.016,-0.002
6.585,0.003,-0.011,-0.008
6.59,0.004,-0.003,-0.015
6.595,0.003,0.001,-0.015
6.6,0.002,0,-0.009
6.605,0,-0.005,-0.001
6.61,0.001,-0.009,0.004
6.615,0.006,-0.011,0.004
6.62,0.013,-0.011,0.001
6.625,0.016,-0.011,-0.001
6.63,0.013,-0.01,-0.001
6.635,0.006,-0.009,0.001
6.64,0,-0.006,0.001
6.645,0,-0.004,-0.003
6.65,0.004,-0.003,-0.01
6.655,0.007,-0.003,-0.015
6.66,0.004,-0.004,-0.015
6.665,-0.001,-0.004,-0.008
6.67,-0.002,-0.003,0.003
6.675,0.002,0.001,0.009
6.68,0.009,0.005,0.006
6.685,0.013,0.01,-0.004
6.69,0.01,0.014,-0.013
6.695,0.004,0.012,-0.016
6.7,-0.001,0.005,-0.011
6.705,0,-0.004,-0.002
6.71,0.007,-0.01,0.003
6.715,0.016,-0.012,0
6.72,0.02,-0.01,-0.006
6.725,0.018,-0.009,-0.011
6.73,0.012,-0.009,-0.011
6.735,0.006,-0.009,-0.007
6.74,0.003,-0.006,-0.005
6.745,0.004,-0.004,-0.006
6.75,0.008,-0.002,-0.01
6.755,0.013,-0.004,-0.011
6.76,0.014,-0.007,-0.007
6.765,0.009,-0.008,0
6.77,0.002,-0.007,0.006
6.775,-0.004,-0.006,0.007
6.78,-0.004,-0.006,0.002
6.785,0,-0.008,-0.005
6.79,0.006,-0.011,-0.011
6.795,0.013,-0.012,-0.013
6.8,0.017,-0.012,-0.012
6.805,0.017,-0.011,-0.009
6.81,0.016,-0.01,-0.004
6.815,0.013,-0.008,0.002
6.82,0.013,-0.005,0.007
6.825,0.013,0,0.007
6.83,0.012,0.002,0.005
6.835,0.01,0,0.001
6.84,0.01,-0.005,-0.001
6.845,0.012,-0.011,-0.001
6.85,0.013,-0.016,-0.002
6.855,0.009,-0.02,-0.003
6.86,0.002,-0.023,-0.004
6.865,-0.005,-0.022,-0.005
6.87,-0.005,-0.015,-0.005
6.875,-0.001,-0.007,-0.006
6.88,0.005,-0.001,-0.007
6.885,0.009,0,-0.007
6.89,0.011,-0.004,-0.004
6.895,0.011,-0.006,0.001
6.9,0.011,-0.003,0.005
6.905,0.012,0.004,0.005
6.91,0.014,0.01,0.001
6.915,0.018,0.009,-0.003
6.92,0.023,-0.001,-0.003
6.925,0.023,-0.011,0
6.93,0.016,-0.017,0.005
6.935,0.005,-0.016,0.007
6.94,0,-0.012,0.008
6.945,0.004,-0.009,0.01
6.95,0.012,-0.008,0.012
6.955,0.015,-0.006,0.013
6.96,0.011,-0.002,0.009
6.965,0.004,0.002,0.002
6.97,0.001,0.003,-0.007
6.975,0.006,-0.001,-0.011
6.98,0.014,-0.007,-0.008
6.985,0.02,-0.012,0
6.99,0.018,-0.013,0.007
6.995,0.013,-0.01,0.009
7,0.009,-0.005,0.007
7.005,0.011,0.001,0.005
7.01,0.018,0.004,0.005
7.015,0.024,0.003,0.006
7.02,0.025,-0.003,0.006
7.025,0.021,-0.01,0.002
7.03,0.015,-0.014,-0.003
7.035,0.009,-0.013,-0.004
7.04,0.007,-0.008,-0.002
7.045,0.01,-0.003,0.004
7.05,0.018,0,0.009
7.055,0.024,0.001,0.01
7.06,0.025,0,0.007
7.065,0.019,-0.001,0.001
7.07,0.011,-0.002,-0.004
7.075,0.007,-0.003,-0.007
7.08,0.008,-0.005,-0.006
7.085,0.012,-0.008,-0.002
7.09,0.014,-0.01,0.003
7.095,0.011,-0.009,0.004
7.1,0.006,-0.006,0
7.105,0.004,-0.002,-0.006
7.11,0.007,0,-0.009
7.115,0.011,-0.002,-0.006
7.12,0.012,-0.003,0.001
7.125,0.009,-0.003,0.008
7.13,0.006,-0.001,0.011
7.135,0.007,0,0.008
7.14,0.013,-0.002,0.005
7.145,0.019,-0.003,0.003
7.15,0.022,-0.001,0.004
7.155,0.021,0.003,0.005
7.16,0.018,0.004,0.003
7.165,0.016,0,0.001
7.17,0.014,-0.008,0
7.175,0.012,-0.015,0
7.18,0.009,-0.016,-0.001
7.185,0.007,-0.011,-0.004
7.19,0.008,-0.006,-0.007
7.195,0.011,-0.005,-0.009
7.2,0.014,-0.01,-0.009
7.205,0.015,-0.017,-0.008
7.21,0.014,-0.021,-0.005
7.215,0.013,-0.02,-0.001
7.22,0.014,-0.014,0.001
7.225,0.016,-0.008,-0.001
7.23,0.017,-0.007,-0.009
7.235,0.015,-0.012,-0.018
7.24,0.011,-0.018,-0.021
7.245,0.007,-0.019,-0.016
7.25,0.004,-0.014,-0.005
7.255,0.001,-0.006,0.007
7.26,0.001,-0.003,0.01
7.265,0.004,-0.005,0.006
7.27,0.01,-0.01,-0.001
7.275,0.018,-0.011,-0.005
7.28,0.023,-0.006,-0.004
7.285,0.023,0,-0.002
7.29,0.017,0.002,-0.002
7.295,0.008,-0.002,-0.006
7.3,0.002,-0.009,-0.01
7.305,0,-0.012,-0.011
7.31,0.002,-0.01,-0.007
7.315,0.005,-0.004,-0.003
7.32,0.009,0.001,-0.002
7.325,0.016,0.001,-0.005
7.33,0.022,-0.003,-0.011
7.335,0.023,-0.007,-0.017
7.34,0.017,-0.006,-0.02
7.345,0.009,-0.001,-0.016
7.35,0.006,0.004,-0.008
7.355,0.008,0.006,0
7.36,0.013,0.004,0.003
7.365,0.015,-0.001,0.001
7.37,0.011,-0.006,-0.004
7.375,0.005,-0.008,-0.007
7.38,0.002,-0.007,-0.009
7.385,0.005,-0.005,-0.012
7.39,0.01,-0.003,-0.018
7.395,0.013,0,-0.024
7.4,0.011,0.001,-0.024
7.405,0.005,-0.001,-0.016
7.41,0.001,-0.002,-0.001
7.415,0.002,-0.002,0.012
7.42,0.006,0,0.015
7.425,0.012,0.002,0.007
7.43,0.014,0.001,-0.005
7.435,0.014,-0.003,-0.014
7.44,0.011,-0.004,-0.016
7.445,0.006,-0.001,-0.013
7.45,0.002,0.007,-0.008
7.455,-0.001,0.013,-0.004
7.46,-0.001,0.01,-0.002
7.465,0.001,0,0
7.47,0.002,-0.012,0.004
7.475,0.003,-0.018,0.008
7.48,0.005,-0.016,0.009
7.485,0.007,-0.012,0.005
7.49,0.012,-0.01,-0.001
7.495,0.015,-0.013,-0.007
7.5,0.016,-0.016,-0.008
7.505,0.015,-0.015,-0.006
7.51,0.015,-0.01,-0.005
7.515,0.017,-0.006,-0.007
7.52,0.023,-0.006,-0.01
7.525,0.027,-0.011,-0.011
7.53,0.026,-0.014,-0.008
7.535,0.019,-0.016,-0.003
7.54,0.01,-0.014,0
7.545,0.005,-0.012,0
7.55,0.004,-0.01,-0.005
7.555,0.007,-0.008,-0.01
7.56,0.011,-0.008,-0.01
7.565,0.013,-0.008,-0.005
7.57,0.014,-0.006,0.003
7.575,0.015,-0.004,0.006
7.58,0.015,0,0
7.585,0.013,0.003,-0.011
7.59,0.01,0.005,-0.02
7.595,0.007,0.006,-0.022
7.6,0.004,0.005,-0.017
7.605,0.004,0.002,-0.01
7.61,0.005,-0.003,-0.005
7.615,0.008,-0.006,-0.003
7.62,0.01,-0.005,-0.003
7.625,0.01,-0.003,-0.004
7.63,0.008,0.001,-0.005
7.635,0.002,0.004,-0.007
7.64,-0.005,0.007,-0.009
7.645,-0.011,0.007,-0.011
7.65,-0.014,0.003,-0.011
7.655,-0.012,-0.002,-0.01
7.66,-0.006,-0.007,-0.008
7.665,0,-0.009,-0.006
7.67,0.006,-0.007,-0.004
7.675,0.008,-0.005,-0.001
7.68,0.01,-0.003,0.003
7.685,0.011,-0.003,0.006
7.69,0.012,-0.004,0.003
7.695,0.009,-0.008,-0.003
7.7,0.003,-0.014,-0.01
7.705,-0.003,-0.02,-0.013
7.71,-0.004,-0.023,-0.01
7.715,0.001,-0.018,-0.005
7.72,0.007,-0.01,0
7.725,0.011,-0.004,0.002
7.73,0.01,-0.004,0.002
7.735,0.007,-0.009,0
7.74,0.005,-0.012,-0.003
7.745,0.006,-0.008,-0.007
7.75,0.008,-0.001,-0.009
7.755,0.009,0.002,-0.008
7.76,0.01,-0.003,-0.006
7.765,0.008,-0.011,-0.004
7.77,0.004,-0.016,-0.005
7.775,0,-0.015,-0.008
7.78,0.001,-0.01,-0.012
7.785,0.006,-0.006,-0.015
7.79,0.013,-0.005,-0.014
7.795,0.015,-0.004,-0.01
7.8,0.01,-0.001,-0.006
7.805,0.001,0.003,-0.004
7.81,-0.006,0.002,-0.005
7.815,-0.006,-0.003,-0.007
7.82,0.002,-0.01,-0.007
7.825,0.01,-0.013,-0.007
7.83,0.016,-0.012,-0.007
7.835,0.017,-0.007,-0.007
7.84,0.015,-0.002,-0.006
7.845,0.011,0.001,-0.006
7.85,0.006,0.002,-0.008
7.855,0,-0.001,-0.011
7.86,-0.003,-0.005,-0.011
7.865,-0.001,-0.009,-0.009
7.87,0.004,-0.01,-0.003
7.875,0.01,-0.006,0.004
7.88,0.012,-0.003,0.009
7.885,0.01,-0.004,0.01
7.89,0.009,-0.01,0.007
7.895,0.01,-0.013,0.001
7.9,0.012,-0.008,-0.008
7.905,0.011,0.001,-0.014
7.91,0.007,0.007,-0.014
7.915,0.002,0.005,-0.006
7.92,-0.001,-0.004,0.003
7.925,-0.001,-0.012,0.009
7.93,0.001,-0.017,0.007
7.935,0.001,-0.018,-0.003
7.94,0,-0.017,-0.013
7.945,0.001,-0.015,-0.019
7.95,0.003,-0.012,-0.018
7.955,0.007,-0.008,-0.013
7.96,0.007,-0.003,-0.011
7.965,0.003,-0.001,-0.012
7.97,-0.001,-0.003,-0.015
7.975,0,-0.008,-0.017
7.98,0.007,-0.01,-0.017
7.985,0.013,-0.006,-0.016
